Id,avg_fairly_active_min,avg_very_active_min,avg_percent_of_time_asleep
1503960366,19.800000000000011,40.000000000000021,93.638530962022941
1644430081,21.366666666666656,9.5666666666666664,88.2040387600486
1844505072,1.9047619047619051,0.19047619047619049,67.84599375650366
1927972279,1.4117647058823533,2.4117647058823533,94.700810290597431
2026352035,0.25806451612903236,0.09677419354838708,94.134138179509037
2320127002,2.5806451612903225,1.3548387096774193,88.405797101449281
2347167796,20.555555555555564,13.500000000000005,91.037036694079887
3977333714,61.2666666666667,18.899999999999995,63.366907837883893
4020332650,9.7647058823529367,9.47058823529411,93.035758273887936
4319703577,12.733333333333325,3.6999999999999984,94.749748867596509
4388161847,20.354838709677427,23.161290322580662,94.74141307470336
4445114986,1.7419354838709682,6.6129032258064582,92.538887378812348
4558609924,13.709677419354843,10.387096774193552,90.712765543332978
4702921684,26.900000000000016,5.3000000000000043,95.2655296401692
5553957443,12.999999999999995,23.419354838709669,91.520726403774148
5577150313,31.964285714285698,93.571428571428584,93.9211495830844
6117666160,2.4782608695652191,1.913043478260869,94.019783807654
6775888955,22.647058823529413,16.823529411764703,94.202800483588646
6962181067,18.51612903225805,22.806451612903192,96.148724840189942
7007744171,17.624999999999996,33.625,95.711715313874421
7086361926,26.20000000000001,44.000000000000014,97.1314998888626
8053475328,9.5806451612903221,85.161290322580641,98.4887909800845
8378563200,10.258064516129034,58.67741935483869,91.899790596675146
8792009665,6.1578947368421035,1.4736842105263173,96.03924591769254